iter	Passed	Remaining
172	2580	12337
173	2595	12319
174	2608	12296
175	2621	12274
176	2634	12250
177	2648	12231
178	2661	12209
179	2674	12184
180	2687	12160
181	2700	12137
182	2714	12119
183	2727	12096
184	2742	12081
185	2755	12059
186	2768	12036
187	2781	12013
188	2795	11995
189	2809	11976
190	2822	11956
191	2836	11935
192	2849	11915
193	2863	11898
194	2877	11879
195	2890	11858
196	2904	11838
197	2917	11818
198	2932	11803
199	2946	11787
200	2960	11769
201	2974	11752
202	2988	11733
203	3002	11715
204	3015	11695
205	3029	11674
206	3042	11653
207	3055	11632
208	3068	11612
209	3081	11591
210	3094	11571
211	3108	11553
212	3121	11533
213	3134	11514
214	3148	11496
215	3161	11476
216	3174	11455
217	3187	11435
218	3201	11416
219	3214	11398
220	3228	11378
221	3240	11357
222	3253	11336
223	3266	11316
224	3279	11295
225	3292	11277
226	3308	11266
227	3322	11249
228	3335	11230
229	3350	11217
230	3364	11201
231	3379	11187
232	3393	11171
233	3407	11155
234	3421	11137
235	3434	11118
236	3447	11099
237	3461	11082
238	3476	11069
239	3489	11051
240	3503	11035
241	3516	11016
242	3530	10997
243	3543	10980
244	3557	10964
245	3570	10945
246	3584	10927
247	3597	10909
248	3611	10891
249	3624	10873
250	3638	10856
251	3651	10838
252	3664	10820
253	3678	10802
254	3691	10783
255	3705	10768
256	3719	10751
257	3732	10735
258	3746	10717
259	3758	10698
260	3771	10679
261	3785	10663
262	3798	10645
263	3812	10628
264	3825	10611
265	3839	10593
266	3851	10574
267	3865	10557
268	3877	10538
269	3891	10520
270	3904	10503
271	3917	10484
272	3930	10467
273	3945	10453
274	3959	10439
275	3973	10422
276	3987	10407
277	4000	10390
278	4014	10373
279	4028	10359
280	4042	10342
281	4055	10324
282	4068	10307
283	4081	10289
284	4094	10273
285	4108	10255
286	4120	10237
287	4134	10222
288	4148	10205
289	4162	10190
290	4175	10173
291	4188	10155
292	4202	10139
293	4215	10123
294	4229	10108
295	4242	10091
296	4256	10074
297	4269	10056
298	4282	10040
299	4295	10023
300	4308	10006
301	4321	9988
302	4335	9973
303	4348	9955
304	4361	9938
305	4375	9922
306	4388	9906
307	4403	9892
308	4418	9881
309	4432	9866
310	4446	9850
311	4459	9833
312	4472	9816
313	4485	9798
314	4497	9780
315	4511	9764
316	4524	9748
317	4537	9731
318	4550	9713
319	4563	9698
320	4576	9680
321	4590	9665
322	4602	9646
323	4616	9631
324	4629	9615
325	4643	9599
326	4657	9584
327	4670	9569
328	4684	9553
329	4697	9538
330	4711	9523
331	4726	9509
332	4739	9494
333	4753	9477
334	4766	9462
335	4781	9448
336	4795	9433
337	4810	9420
338	4823	9405
339	4836	9388
340	4849	9371
341	4862	9356
342	4875	9339
343	4888	9322
344	4901	9306
345	4914	9289
346	4927	9272
347	4941	9257
348	4957	9247
349	4972	9234
350	4986	9219
351	5000	9206
352	5016	9193
353	5030	9180
354	5045	9166
355	5060	9153
356	5076	9142
357	5090	9129
358	5106	9116
359	5123	9107
360	5140	9099
361	5156	9088
362	5171	9075
363	5187	9064
364	5202	9051
365	5218	9039
366	5232	9025
367	5248	9014
368	5263	9001
369	5277	8986
370	5292	8972
371	5307	8959
372	5322	8946
373	5336	8932
374	5351	8919
375	5366	8906
376	5382	8894
377	5397	8881
378	5413	8869
379	5426	8854
380	5441	8841
381	5455	8825
382	5469	8811
383	5483	8795
384	5495	8779
385	5509	8764
386	5524	8750
387	5537	8733
388	5550	8718
389	5563	8701
390	5576	8685
391	5591	8673
392	5607	8660
393	5621	8646
394	5636	8633
395	5649	8617
396	5663	8602
397	5677	8587
398	5691	8572
399	5707	8561
400	5721	8546
401	5736	8533
402	5751	8520
403	5766	8507
404	5781	8494
405	5798	8484
406	5816	8474
407	5833	8464
408	5852	8456
409	5868	8444
410	5885	8433
411	5900	8421
412	5917	8410
413	5935	8401
414	5952	8391
415	5970	8381
416	5987	8371
417	6005	8361
418	6023	8352
419	6039	8340
420	6053	8325
421	6068	8311
422	6083	8297
423	6096	8282
424	6110	8267
425	6123	8251
426	6138	8236
427	6151	8221
428	6164	8205
429	6178	8189
430	6192	8174
431	6206	8159
432	6220	8145
433	6234	8130
434	6248	8115
435	6262	8101
436	6278	8088
437	6291	8073
438	6306	8058
439	6319	8043
440	6334	8029
441	6350	8016
442	6365	8003
443	6380	7990
444	6399	7981
445	6415	7969
446	6431	7956
447	6447	7944
448	6463	7931
449	6478	7917
450	6492	7903
451	6505	7887
452	6518	7871
453	6532	7856
454	6545	7839
455	6559	7825
456	6573	7810
457	6587	7795
458	6600	7780
459	6614	7764
460	6627	7748
461	6640	7732
462	6652	7716
463	6666	7701
464	6680	7686
465	6693	7670
466	6708	7656
467	6722	7641
468	6735	7626
469	6750	7611
470	6763	7596
471	6777	7581
472	6791	7567
473	6806	7553
474	6820	7538
475	6833	7522
476	6847	7508
477	6861	7492
478	6873	7476
479	6886	7460
480	6900	7445
481	6914	7431
482	6928	7415
483	6941	7400
484	6954	7385
485	6968	7369
486	6982	7355
487	6995	7339
488	7009	7324
489	7022	7309
490	7035	7293
491	7048	7278
492	7062	7262
493	7076	7247
494	7089	7232
495	7102	7216
496	7115	7201
497	7128	7185
498	7141	7169
499	7154	7154
500	7168	7139
501	7181	7124
502	7195	7109
503	7208	7094
504	7222	7079
505	7236	7065
506	7250	7050
507	7264	7035
508	7277	7019
509	7290	7004
510	7304	6989
511	7318	6975
512	7331	6960
513	7346	6946
514	7360	6931
515	7374	6917
516	7387	6902
517	7400	6886
518	7413	6871
519	7427	6855
520	7441	6841
521	7455	6827
522	7470	6813
523	7485	6799
524	7499	6785
525	7514	6771
526	7528	6756
527	7541	6741
528	7554	6726
529	7567	6710
530	7581	6695
531	7594	6680
532	7608	6665
533	7620	6650
534	7635	6636
535	7648	6621
536	7662	6606
537	7675	6590
538	7688	6576
539	7702	6561
540	7716	6546
541	7730	6532
542	7744	6518
543	7759	6504
544	7774	6490
545	7788	6475
546	7801	6461
547	7815	6446
548	7830	6432
549	7843	6417
550	7856	6402
551	7869	6387
552	7883	6372
553	7896	6357
554	7909	6341
555	7922	6326
556	7936	6312
557	7950	6298
558	7964	6283
559	7977	6267
560	7990	6252
561	8004	6238
562	8017	6223
563	8031	6208
564	8046	6194
565	8060	6180
566	8074	6166
567	8088	6151
568	8101	6136
569	8115	6121
570	8129	6107
571	8143	6093
572	8156	6078
573	8171	6064
574	8186	6050
575	8202	6038
576	8216	6023
577	8229	6008
578	8244	5994
579	8258	5980
580	8274	5966
581	8291	5955
582	8308	5942
583	8325	5930
584	8342	5918
585	8360	5906
586	8376	5893
587	8392	5880
588	8418	5874
589	8438	5864
590	8456	5852
591	8471	5838
592	8484	5823
593	8497	5808
594	8510	5792
595	8523	5777
596	8536	5762
597	8550	5747
598	8562	5732
599	8576	5717
600	8588	5701
601	8602	5687
602	8614	5671
603	8628	5657
604	8641	5642
605	8655	5627
606	8669	5612
607	8681	5597
608	8694	5582
609	8706	5566
610	8721	5552
611	8737	5539
612	8750	5524
613	8764	5509
614	8778	5495
615	8791	5480
616	8805	5466
617	8817	5450
618	8831	5435
619	8847	5422
620	8863	5409
621	8881	5397
622	8898	5384
623	8917	5373
624	8933	5360
625	8949	5346
626	8964	5333
627	8982	5320
628	8997	5306
629	9012	5292
630	9029	5280
631	9045	5267
632	9061	5253
633	9078	5240
634	9094	5227
635	9110	5214
636	9125	5200
637	9140	5186
638	9157	5173
639	9171	5159
640	9187	5145
641	9205	5133
642	9221	5119
643	9236	5106
644	9252	5092
645	9269	5079
646	9285	5066
647	9301	5052
648	9318	5039
649	9335	5026
650	9351	5013
651	9366	4999
652	9383	4986
653	9398	4972
654	9414	4958
655	9430	4945
656	9447	4932
657	9463	4918
658	9480	4905
659	9496	4892
660	9513	4878
661	9529	4865
662	9544	4851
663	9560	4837
664	9575	4823
665	9591	4809
666	9606	4795
667	9623	4782
668	9637	4768
669	9652	4754
670	9667	4740
671	9682	4725
672	9698	4712
673	9714	4698
674	9729	4684
675	9743	4669
676	9759	4656
677	9773	4641
678	9787	4627
679	9802	4612
680	9816	4598
681	9830	4583
682	9845	4569
683	9859	4554
684	9873	4540
685	9887	4525
686	9901	4510
687	9914	4495
688	9927	4481
689	9941	4466
690	9954	4451
691	9968	4436
692	9982	4422
693	9996	4407
694	10010	4393
695	10023	4378
696	10037	4363
697	10051	4349
698	10065	4334
699	10079	4319
700	10093	4305
701	10107	4290
702	10120	4275
703	10133	4260
704	10147	4246
705	10161	4231
706	10175	4216
707	10190	4202
708	10203	4187
709	10216	4173
710	10229	4158
711	10243	4143
712	10256	4128
713	10269	4113
714	10282	4098
715	10295	4083
716	10308	4068
717	10320	4053
718	10334	4038
719	10347	4023
720	10360	4009
721	10374	3994
722	10387	3979
723	10400	3964
724	10412	3949
725	10426	3934
726	10439	3920
727	10453	3905
728	10466	3890
729	10480	3876
730	10495	3862
731	10510	3848
732	10524	3833
733	10536	3818
734	10550	3803
735	10563	3789
736	10576	3774
737	10590	3759
738	10604	3745
739	10617	3730
740	10630	3715
741	10643	3700
742	10655	3685
743	10669	3671
744	10682	3656
745	10694	3641
746	10707	3626
747	10721	3611
748	10734	3597
749	10748	3582
750	10762	3568
751	10777	3554
752	10790	3539
753	10804	3525
754	10818	3510
755	10831	3495
756	10844	3480
757	10857	3466
758	10870	3451
759	10883	3436
760	10896	3422
761	10910	3407
762	10923	3393
763	10938	3378
764	10951	3364
765	10965	3349
766	10978	3335
767	10993	3320
768	11006	3306
769	11020	3291
770	11032	3276
771	11046	3262
772	11060	3248
773	11074	3233
774	11086	3218
775	11100	3204
776	11113	3189
777	11126	3174
778	11139	3160
779	11152	3145
780	11165	3130
781	11179	3116
782	11191	3101
783	11205	3087
784	11218	3072
785	11232	3058
786	11246	3043
787	11259	3029
788	11272	3014
789	11286	3000
790	11300	2985
791	11314	2971
792	11327	2956
793	11340	2942
794	11353	2927
795	11366	2912
796	11379	2898
797	11392	2883
798	11406	2869
799	11420	2855
800	11433	2840
801	11448	2826
802	11461	2811
803	11474	2797
804	11486	2782
805	11500	2768
806	11512	2753
807	11525	2738
808	11539	2724
809	11553	2709
810	11566	2695
811	11579	2681
812	11592	2666
813	11605	2651
814	11618	2637
815	11632	2622
816	11644	2608
817	11658	2593
818	11671	2579
819	11685	2565
820	11698	2550
821	11711	2536
822	11723	2521
823	11737	2507
824	11750	2492
825	11763	2478
826	11777	2463
827	11790	2449
828	11803	2434
829	11817	2420
830	11830	2405
831	11844	2391
832	11856	2377
833	11869	2362
834	11883	2348
835	11896	2333
836	11910	2319
837	11923	2305
838	11937	2290
839	11950	2276
840	11963	2261
841	11977	2247
842	11991	2233
843	12004	2218
844	12017	2204
845	12030	2189
846	12044	2175
847	12057	2161
848	12071	2146
849	12085	2132
850	12098	2118
851	12112	2104
852	12125	2089
853	12138	2075
854	12152	2060
855	12166	2046
856	12180	2032
857	12193	2018
858	12206	2003
859	12222	1989
860	12236	1975
861	12251	1961
862	12263	1946
863	12277	1932
864	12291	1918
865	12305	1904
866	12318	1889
867	12334	1875
868	12347	1861
869	12360	1847
870	12374	1832
871	12387	1818
872	12401	1804
873	12414	1789
874	12427	1775
875	12441	1761
876	12454	1746
877	12468	1732
878	12481	1718
879	12495	1703
880	12508	1689
881	12523	1675
882	12536	1661
883	12551	1647
884	12565	1632
885	12579	1618
886	12592	1604
887	12604	1589
888	12618	1575
889	12631	1561
890	12644	1546
891	12658	1532
892	12671	1518
893	12684	1504
894	12698	1489
895	12712	1475
896	12726	1461
897	12740	1447
898	12752	1432
899	12766	1418
900	12779	1404
901	12792	1389
902	12805	1375
903	12818	1361
904	12831	1346
905	12845	1332
906	12858	1318
907	12872	1304
908	12886	1290
909	12899	1275
910	12912	1261
911	12925	1247
912	12940	1233
913	12954	1218
914	12967	1204
915	12980	1190
916	12993	1176
917	13006	1161
918	13020	1147
919	13032	1133
920	13045	1119
921	13058	1104
922	13072	1090
923	13084	1076
924	13098	1062
925	13112	1047
926	13125	1033
927	13140	1019
928	13154	1005
929	13168	991
930	13181	976
931	13194	962
932	13209	948
933	13224	934
934	13238	920
935	13252	906
936	13265	891
937	13278	877
938	13291	863
939	13304	849
940	13318	835
941	13332	820
942	13345	806
943	13358	792
944	13372	778
945	13386	764
946	13400	749
947	13413	735
948	13427	721
949	13441	707
950	13454	693
951	13467	679
952	13480	664
953	13494	650
954	13508	636
955	13523	622
956	13536	608
957	13551	594
958	13565	579
959	13579	565
960	13594	551
961	13607	537
962	13623	523
963	13640	509
964	13658	495
965	13675	481
966	13691	467
967	13706	453
968	13723	439
969	13744	425
970	13763	411
971	13783	397
972	13801	382
973	13819	368
974	13837	354
975	13854	340
976	13871	326
977	13887	312
978	13903	298
979	13927	284
980	13946	270
981	13964	255
982	13978	241
983	13991	227
984	14004	213
985	14017	199
986	14031	184
987	14044	170
988	14058	156
989	14071	142
990	14084	127
991	14099	113
992	14115	99
993	14130	85
994	14144	71
995	14157	56
996	14170	42
997	14185	28
998	14200	14
999	14216	0
