iter	MultiClass
330	0.4030472752
331	0.4023873216
332	0.400312792
333	0.3989636981
334	0.3975891313
335	0.3959060275
336	0.3948421319
337	0.3933009414
338	0.3917647164
339	0.3910976645
340	0.3898638081
341	0.3890628463
342	0.3876766878
343	0.3871118331
344	0.3860652284
345	0.3847655992
346	0.3838320797
347	0.3829127054
348	0.3822474131
349	0.3816913226
350	0.3799169451
351	0.3785940812
352	0.377536152
353	0.3763617929
354	0.3755589544
355	0.3746782101
356	0.3738592332
357	0.3724685167
358	0.3716090284
359	0.3702426219
360	0.3689501185
361	0.368380529
362	0.3678729429
363	0.3669425732
364	0.3659729122
365	0.365132085
366	0.3642990533
367	0.3630910733
368	0.3621441736
369	0.3613957932
370	0.3595545917
371	0.3586602985
372	0.3574928769
373	0.356715167
374	0.3555390727
375	0.3547692111
376	0.3539828789
377	0.3534618392
378	0.3527819966
379	0.3521925433
380	0.3505750313
381	0.3491619439
382	0.3484193272
383	0.3475511924
384	0.346616664
385	0.3452642307
386	0.3448482484
387	0.344115308
388	0.3430120052
389	0.3424853064
390	0.3417207017
391	0.3404327422
392	0.3398115359
393	0.3388613882
394	0.3373377884
395	0.3367389064
396	0.3360460444
397	0.3353575303
398	0.3349354789
399	0.333879022
400	0.3324630204
401	0.3317675831
402	0.33063691
403	0.3300472881
404	0.3287758683
405	0.3280918112
406	0.3273230154
407	0.326607918
408	0.3258063916
409	0.324224313
410	0.3232867962
411	0.3225011049
412	0.3208823443
413	0.3197048492
414	0.3183325934
415	0.3178093593
416	0.3172079631
417	0.3159077083
418	0.3148672397
419	0.3142140208
420	0.3135986994
421	0.3124490857
422	0.311913504
423	0.3113079389
424	0.3107358591
425	0.309557039
426	0.308895463
427	0.308226391
428	0.3070292629
429	0.3064274666
430	0.3058473013
431	0.3052880452
432	0.3046392267
433	0.3039376622
434	0.3033859578
435	0.3028367673
436	0.302280147
437	0.3017347783
438	0.3005931636
439	0.2999601422
440	0.2990794706
441	0.2978463622
442	0.2968889249
443	0.2962927896
444	0.2958696872
445	0.2955723544
446	0.2942660779
447	0.2935173045
448	0.2926614289
449	0.2912543567
450	0.2906204753
451	0.2892142163
452	0.2887650855
453	0.287997535
454	0.2873243623
455	0.2868354491
456	0.2859437042
457	0.2851897131
458	0.2845334854
459	0.2839709557
460	0.2832362657
461	0.2825793176
462	0.2820035847
463	0.2814574826
464	0.2807988385
465	0.2799816173
466	0.2788998199
467	0.278271446
468	0.2779364976
469	0.2775817231
470	0.2770327459
471	0.2764937426
472	0.2761872535
473	0.2755571442
474	0.2750474168
475	0.2738727221
476	0.2730395533
477	0.2720637354
478	0.2716064228
479	0.2708980166
480	0.2698365162
481	0.2691602326
482	0.2686664365
483	0.2680557211
484	0.2676899013
485	0.266826354
486	0.2663330781
487	0.2657487666
488	0.2648863969
489	0.2639523988
490	0.2628856396
491	0.2619432157
492	0.2611169806
493	0.2603391072
494	0.2601031428
495	0.2595189017
496	0.2589144717
497	0.2580691449
498	0.2571785185
499	0.2569551308
500	0.2562786759
501	0.2559377773
502	0.2550082914
503	0.2542313111
504	0.2532969464
505	0.2528791083
506	0.2525165292
507	0.2519947511
508	0.2514634405
509	0.2511535171
510	0.2505834866
511	0.2498405112
512	0.2492674372
513	0.2486275456
514	0.2483372303
515	0.247628409
516	0.2466467645
517	0.2462169559
518	0.2457218158
519	0.2453168698
520	0.2448326271
521	0.2443315206
522	0.2437304369
523	0.2435354278
524	0.2429722237
525	0.242083636
526	0.2416022556
527	0.2410339809
528	0.2405275296
529	0.2401470009
530	0.2392675746
531	0.2386780858
532	0.2381854491
533	0.2376529896
534	0.2370583654
535	0.2363985403
536	0.2359519496
537	0.2353932166
538	0.2349372065
539	0.2343093159
540	0.2338361905
541	0.2333722551
542	0.2329745236
543	0.2321420354
544	0.231828378
545	0.2314498477
546	0.2308737975
547	0.2305575031
548	0.2302720873
549	0.230019431
550	0.2296756534
551	0.2293463782
552	0.2290219546
553	0.2286124117
554	0.2278262679
555	0.2271683616
556	0.2267562028
557	0.2263936072
558	0.225744332
559	0.2253428199
560	0.2247289695
561	0.2242370829
562	0.22330479
563	0.2227770159
564	0.2224196268
565	0.221914543
566	0.2213990619
567	0.2207969313
568	0.2204022071
569	0.2197307987
570	0.2189413242
571	0.218341061
572	0.2178783274
573	0.2173403166
574	0.2169163881
575	0.2164282386
576	0.2161228589
577	0.2157192762
578	0.2153912733
579	0.2147837077
580	0.2145573852
581	0.2141919792
582	0.21375061
583	0.213435086
584	0.2132011147
585	0.2129227627
586	0.212712523
587	0.2122647691
588	0.2118353485
589	0.211223846
590	0.2106411398
591	0.2101779034
592	0.2098531973
593	0.2094290571
594	0.2091721087
595	0.208918828
596	0.2086553718
597	0.2082113996
598	0.2078155571
599	0.2076832604
600	0.2072266805
601	0.2066838294
602	0.2063892894
603	0.2057562234
604	0.2052262112
605	0.2049245386
606	0.2046007973
607	0.2040671365
608	0.2038210003
609	0.2035896665
610	0.203144783
611	0.202762145
612	0.2022751852
613	0.2019689702
614	0.2012475828
615	0.2009645856
616	0.2004108869
617	0.2001334067
618	0.1997813528
619	0.1994530206
620	0.1987649552
621	0.1983613464
622	0.1980964989
623	0.1975758536
624	0.1970814483
625	0.1964769395
626	0.1961350147
627	0.1956052916
628	0.1953020361
629	0.1949263566
630	0.1945491865
631	0.1942885583
632	0.1939048668
633	0.1934054405
634	0.1929102395
635	0.1924594602
636	0.1921354078
637	0.1917373443
638	0.1914473188
639	0.1908325243
640	0.1905836998
641	0.1904700915
642	0.1901669125
643	0.1898390449
644	0.1894838841
645	0.1887464844
646	0.188425296
647	0.1878250938
648	0.1876683675
649	0.1873725396
650	0.1867107471
651	0.1862165853
652	0.1858858988
653	0.1856331368
654	0.1851502673
655	0.1848076904
656	0.1841273569
657	0.1838153386
658	0.1835738825
659	0.1831507507
660	0.1828119465
661	0.1825758026
662	0.1821250269
663	0.1818641748
664	0.1815626094
665	0.1811799571
666	0.1808073807
667	0.1805955939
668	0.1799584476
669	0.1798170392
670	0.1794986363
671	0.1788495065
672	0.1785435279
673	0.178318455
674	0.1776044819
675	0.1773750776
676	0.1768629005
677	0.1764439416
678	0.1762074568
679	0.1758397955
680	0.1755473457
681	0.1749841719
682	0.1745612858
683	0.1743764181
684	0.1740390023
685	0.1736812686
686	0.173274998
687	0.1729010606
688	0.1727111948
689	0.1723799589
690	0.1720237385
691	0.1718206839
692	0.1714082702
693	0.1709227969
694	0.170460489
695	0.1699397709
696	0.1696097451
697	0.1694202774
698	0.1691743425
699	0.168878433
700	0.1685386519
701	0.1680880757
702	0.1678402293
703	0.1677088847
704	0.1674434757
705	0.1670190277
706	0.1666449248
707	0.1663512478
708	0.1658792344
709	0.1654505648
710	0.165245398
711	0.1650333723
712	0.1648013505
713	0.1645525112
714	0.1640373732
715	0.1637014497
716	0.163332289
717	0.1631880995
718	0.1626955919
719	0.1625430172
720	0.1623718258
721	0.1621797718
722	0.1617711891
723	0.1613051862
724	0.1611726324
725	0.1608391628
726	0.1604705657
727	0.1603114132
728	0.1599859849
729	0.1597996059
730	0.1595704305
731	0.1593265109
732	0.1589970168
733	0.1587730956
734	0.1583354054
735	0.1580368074
736	0.1578077779
737	0.1574613486
738	0.157322292
739	0.1571479924
740	0.1565957001
741	0.156362748
742	0.156056516
743	0.1557957486
744	0.1554390216
745	0.1551211951
746	0.15480386
747	0.1545308316
748	0.1544019322
749	0.154242674
750	0.1540245489
751	0.1538558299
752	0.1535942549
753	0.1534801604
754	0.1531273199
755	0.1527153436
756	0.1524052718
757	0.1521701931
758	0.1520332266
759	0.151597928
760	0.1514037742
761	0.1510501689
762	0.1508257604
763	0.1505330195
764	0.150270935
765	0.1497763155
766	0.1496512838
767	0.1492681916
768	0.1491537242
769	0.1488615526
770	0.1486762116
771	0.1481952627
772	0.1479112014
773	0.1477316308
774	0.1474507601
775	0.1471356262
776	0.146749881
777	0.1465724343
778	0.1462011672
779	0.1460392861
780	0.1455354817
781	0.1454317664
782	0.1451799008
783	0.1447644207
784	0.1444770661
785	0.1442962713
786	0.1439822702
787	0.1436937169
788	0.1433847189
789	0.143173664
790	0.1429792091
791	0.1428052631
792	0.1425897178
793	0.1424025642
794	0.1421646194
795	0.1420425161
796	0.1418868542
797	0.141715447
798	0.1413688068
799	0.1409101941
800	0.1407583078
801	0.1405633859
802	0.1402711434
803	0.1399287186
804	0.1397840597
805	0.1394671547
806	0.1392260727
807	0.1390176295
808	0.1387786175
809	0.138450241
810	0.1382160953
811	0.1380416481
812	0.137848165
813	0.1375364092
814	0.1371615698
815	0.1368515647
816	0.1366168606
817	0.1362913696
818	0.1358609553
819	0.1356990271
820	0.1355019042
821	0.1352149274
822	0.1350280086
823	0.134771
824	0.1345198592
825	0.134281368
826	0.1340462315
827	0.1338515712
828	0.1335807606
829	0.1333435822
830	0.1330652816
831	0.1328674068
832	0.1327186483
833	0.1324033756
834	0.1322756054
835	0.1319231553
836	0.1317519669
837	0.1315569898
838	0.1314061752
839	0.131236544
840	0.131067723
841	0.1308994164
842	0.1308012212
843	0.1305099716
844	0.1303760283
845	0.1302620299
846	0.1299419596
847	0.1297975326
848	0.1294839513
849	0.1292700218
850	0.1290817623
851	0.1289393207
852	0.1287580476
853	0.128438594
854	0.1283304443
855	0.1280773091
856	0.1279032973
857	0.127728692
858	0.1274829839
859	0.1272796724
860	0.1271135307
861	0.1269842342
862	0.1266685033
863	0.1265869631
864	0.1263469034
865	0.1261403566
866	0.125973013
867	0.1258031771
868	0.1254770836
869	0.1252788844
870	0.1249813265
871	0.1247790939
872	0.124536886
873	0.1243514157
874	0.1240304263
875	0.123729224
876	0.1234055746
877	0.123318054
878	0.123197336
879	0.1228691481
880	0.1225768109
881	0.1223893051
882	0.1222001903
883	0.1219875686
884	0.1217479381
885	0.1215738469
886	0.1213571067
887	0.121167792
888	0.1209041177
889	0.1206571941
890	0.1203267693
891	0.1201138856
892	0.1199850606
893	0.1196836455
894	0.1193811393
895	0.1191677277
896	0.1190420659
897	0.1188491281
898	0.1186014213
899	0.1183659558
900	0.1182586282
901	0.1180712683
902	0.1177992306
903	0.1175948985
904	0.1172976102
905	0.1170739311
906	0.1169117832
907	0.1166375633
908	0.1163332508
909	0.1161213628
910	0.1159663257
911	0.1157442869
912	0.1156383005
913	0.1154541806
914	0.1154007182
915	0.1152503294
916	0.115066913
917	0.1147944833
918	0.1144702133
919	0.1142556158
920	0.1140547919
921	0.1138967514
922	0.1136400326
923	0.113477939
924	0.1133024981
925	0.1131194101
926	0.1128622284
927	0.1127270152
928	0.1126307626
929	0.1124817424
930	0.1121175609
931	0.1119926243
932	0.11193927
933	0.1117877001
934	0.1115920936
935	0.1114099391
936	0.1111957747
937	0.1110986509
938	0.1108916798
939	0.1107866252
940	0.1106977509
941	0.1104669607
942	0.1102914101
943	0.1101347109
944	0.1100441379
945	0.109837651
946	0.1096807065
947	0.1094135844
948	0.1093316997
949	0.1090731864
950	0.1088655094
951	0.1086125596
952	0.1084723818
953	0.1081749993
954	0.1080590132
955	0.1078256543
956	0.1076067304
957	0.1073606374
958	0.1071189871
959	0.1068318898
960	0.1067087983
961	0.1065340991
962	0.1063737705
963	0.106124802
964	0.1059831298
965	0.1057845402
966	0.1057030267
967	0.1055158296
968	0.1053341444
969	0.1051458961
970	0.1050438371
971	0.1048894533
972	0.1047219572
973	0.1045218804
974	0.1043175795
975	0.1042301713
976	0.1039876438
977	0.1037603798
978	0.1035485229
979	0.1034452523
980	0.1033449485
981	0.1031848508
982	0.1030495023
983	0.1028643708
984	0.1027685482
985	0.1026499641
986	0.1025460049
987	0.1024129106
988	0.1022989037
989	0.1021793798
990	0.1020988798
991	0.1019090603
992	0.1017923585
993	0.101659079
994	0.1015394197
995	0.1013895764
996	0.1013000106
997	0.1011345573
998	0.1009738173
999	0.1008347423
